CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
5/22/2022,2:12,BRONX,10453,40.86186,-73.9128,"(40.861862, -73.91275)",WEST FORDHAM ROAD,MAJOR DEEGAN EXPRESSWAY,,2,0,0,0,0,0,2,0,Tire Failure/Inadequate,Driver Inattention/Distraction,Unspecified,Unspecified,,4530914,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,
5/20/2022,18:54,BROOKLYN,11236,40.63739,-73.9104,"(40.63739, -73.91038)",FLATLANDS AVENUE,EAST 84 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Oversized Vehicle,Other Vehicular,Other Vehicular,,4531210,Sedan,Sedan,Sedan,Sedan,
7/27/2022,14:00,BROOKLYN,11232,40.65095,-74.0079,"(40.650948, -74.00793)",42 STREET,4 AVENUE,,4,0,2,0,0,0,2,0,Driver Inattention/Distraction,Other Vehicular,Other Vehicular,,,4550719,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
5/25/2022,19:02,QUEENS,11369,40.76233,-73.8714,"(40.76233, -73.87136)",ASTORIA BOULEVARD,98 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Glare,Unspecified,,,4531197,Sedan,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,,
5/25/2022,19:10,BROOKLYN,11234,40.6163,-73.9299,"(40.616295, -73.92991)",FLATBUSH AVENUE,AVENUE O,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inattention/Distraction,Unspecified,,,4531439,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Bus,,
5/24/2022,13:50,QUEENS,11104,40.7386,-73.9272,"(40.738598, -73.927246)",GREENPOINT AVENUE,39 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,4531728,Sedan,Sedan,Van,,
5/27/2022,17:30,QUEENS,11420,40.68079,-73.8063,"(40.68079, -73.806305)",115 AVENUE,135 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,Unspecified,Unspecified,,4532341,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
5/28/2022,5:45,BRONX,10452,40.8448,-73.9226,"(40.8448, -73.92264)",UNIVERSITY AVENUE,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Unsafe Speed,Driver Inattention/Distraction,Unspecified,Unspecified,,4531797,Sedan,Sedan,Sedan,Sedan,
5/29/2022,23:54,QUEENS,11411,40.68572,-73.7279,"(40.685722, -73.72787)",120 AVENUE,237 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Failure to Yield Right-of-Way,Unspecified,,,4532462,Sedan,Sedan,Bus,,
5/30/2022,17:35,QUEENS,11413,40.66641,-73.7454,"(40.666405, -73.74538)",NORTH CONDUIT AVENUE,230 PLACE,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Following Too Closely,Following Too Closely,,,4532539,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,
5/30/2022,6:50,BRONX,10456,40.83084,-73.9166,"(40.830837, -73.9166)",GRANT AVENUE,EAST 166 STREET,,1,0,0,0,0,0,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Passing or Lane Usage Improper,Unspecified,,,4533443,Sedan,Sedan,Sedan,,
5/27/2022,23:45,BROOKLYN,11231,40.67512,-74.0096,"(40.675117, -74.00962)",LORRAINE STREET,OTSEGO STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Other Vehicular,Other Vehicular,,,4533527,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Sedan,,
5/31/2022,19:36,BRONX,10462,40.85426,-73.8694,"(40.854263, -73.869385)",BRONX PARK EAST,LYDIG AVENUE,,2,0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,Driver Inattention/Distraction,,,4533080,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
6/27/2022,15:00,QUEENS,11435,40.69382,-73.803,"(40.693817, -73.80296)",SOUTH ROAD,WALTHAM STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Alcohol Involvement,Unspecified,Unspecified,Unspecified,4551657,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle
6/2/2022,15:58,BRONX,10468,40.86275,-73.9049,"(40.862747, -73.90494)",UNIVERSITY AVENUE,WEST FORDHAM ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,4534507,Taxi,Sedan,Sedan,Sedan,
6/3/2022,1:38,BRONX,10454,40.8086,-73.9098,"(40.8086, -73.909775)",SAINT MARYS STREET,CONCORD AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4533742,Sedan,Sedan,Sedan,,
6/6/2022,8:35,STATEN ISLAND,10304,40.63395,-74.0858,"(40.633953, -74.085754)",CEBRA AVENUE,VICTORY BOULEVARD,,4,0,0,0,0,0,4,0,Other Vehicular,Other Vehicular,Other Vehicular,,,4534685,Sedan,Sedan,Sedan,,
6/3/2022,11:45,BROOKLYN,11213,40.67741,-73.9303,"(40.677414, -73.93033)",UTICA AVENUE,ATLANTIC AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4535729,Sedan,Sedan,Sedan,,
6/6/2022,0:57,STATEN ISLAND,10310,40.62872,-74.1271,"(40.62872, -74.12706)",GREENLEAF AVENUE,FLOYD STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4536302,Sedan,Sedan,Sedan,,
8/5/2022,10:25,BROOKLYN,11206,40.70073,-73.9419,"(40.700726, -73.94194)",FLUSHING AVENUE,BROADWAY,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4552980,Station Wagon/Sport Utility Vehicle,Moped,ELECTRIC S,,
6/11/2022,1:30,QUEENS,11436,40.68359,-73.8035,"(40.683594, -73.80345)",LINDEN BOULEVARD,140 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,,,4536161,Sedan,Sedan,Sedan,,
6/11/2022,2:41,QUEENS,11101,40.75555,-73.9185,"(40.755554, -73.91848)",34 AVENUE,43 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Passing or Lane Usage Improper,Unspecified,,,4536112,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
8/6/2022,19:01,BROOKLYN,11207,40.68109,-73.9034,"(40.68109, -73.90338)",STEWART STREET,BUSHWICK AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4552936,Sedan,Sedan,Sedan,,
6/13/2022,18:15,BROOKLYN,11212,40.65986,-73.9201,"(40.659855, -73.92009)",KINGS HIGHWAY,EAST 96 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4537297,Sedan,Sedan,Sedan,,
3/2/2022,15:02,BRONX,10452,40.8433,-73.9178,"(40.843296, -73.917816)",CROMWELL AVENUE,MACOMBS ROAD,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,Unspecified,,4553753,Sedan,Sedan,Sedan,Sedan,
8/8/2022,9:30,BROOKLYN,11217,40.67271,-73.9709,"(40.67271, -73.97089)",UNION STREET,PLAZA STREET WEST,,2,0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,Driver Inattention/Distraction,,,4553959,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
6/16/2022,8:46,BROOKLYN,11211,40.70955,-73.9589,"(40.70955, -73.95886)",SOUTH 5 STREET,HAVEMEYER STREET,,2,0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,Brakes Defective,,,4538393,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
6/15/2022,15:32,QUEENS,11411,40.69599,-73.7367,"(40.69599, -73.73665)",223 STREET,116 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4537630,Sedan,Station Wagon/Sport Utility Vehicle,Bus,,
6/20/2022,19:56,QUEENS,11101,40.74891,-73.9374,"(40.748913, -73.9374)",QUEENS BOULEVARD,JACKSON AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4539379,Taxi,Sedan,Station Wagon/Sport Utility Vehicle,,
6/22/2022,17:15,BRONX,10452,40.84624,-73.9182,"(40.846237, -73.91818)",FEATHERBED LANE,JESUP AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Unspecified,,,4539996,Bus,Box Truck,Sedan,,
6/22/2022,22:20,QUEENS,11355,40.74878,-73.8128,"(40.748783, -73.81279)",BOWNE STREET,POPLAR AVENUE,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Failure to Yield Right-of-Way,Unspecified,,,4539962,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
6/25/2022,16:55,QUEENS,11364,40.73627,-73.7729,"(40.736267, -73.772865)",FRANCIS LEWIS BOULEVARD,73 AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,4540609,3-Door,Convertible,Station Wagon/Sport Utility Vehicle,,
6/26/2022,7:51,BROOKLYN,11221,40.68854,-73.9238,"(40.68854, -73.92384)",MONROE STREET,RALPH AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,4540775,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,
6/27/2022,11:00,BROOKLYN,11201,40.69484,-73.9839,"(40.694836, -73.98393)",FLATBUSH AVENUE EXTENSION,JOHNSON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,Unspecified,,,4541233,Dump,Sedan,Pick-up Truck,,
6/28/2022,9:25,BROOKLYN,11207,40.66337,-73.8927,"(40.66337, -73.89267)",RIVERDALE AVENUE,NEW JERSEY AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,4542048,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Pick-up Truck,Sedan,
6/28/2022,20:00,BRONX,10459,40.82019,-73.8907,"(40.820187, -73.890686)",BRUCKNER BOULEVARD,HUNTS POINT AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4542317,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
8/13/2022,14:03,QUEENS,11411,40.69314,-73.7449,"(40.69314, -73.74486)",SPRINGFIELD BOULEVARD,FRANCIS LEWIS BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inexperience,Unspecified,,,4554860,Sedan,Sedan,Sedan,,
8/14/2022,17:57,BRONX,10469,40.86773,-73.8586,"(40.867733, -73.85861)",PAULDING AVENUE,ARNOW AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Other Vehicular,Other Vehicular,,,4555189,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
8/16/2022,10:45,QUEENS,11435,40.69726,-73.8058,"(40.697258, -73.80575)",SUTPHIN BOULEVARD,97 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,Unspecified,,,4556642,Sedan,Convertible,Station Wagon/Sport Utility Vehicle,,
8/23/2022,7:07,BROOKLYN,11208,40.67677,-73.8805,"(40.67677, -73.880516)",BERRIMAN STREET,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,4558563,Sedan,Sedan,Sedan,,
8/24/2022,12:18,QUEENS,11693,40.60442,-73.8198,"(40.60442, -73.81984)",CROSS BAY BOULEVARD,EAST 12 ROAD,,0,0,0,0,0,0,0,0,Alcohol Involvement,Following Too Closely,Unspecified,,,4558401,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
8/30/2022,13:05,BRONX,10472,40.8283,-73.883,"(40.8283, -73.88296)",WESTCHESTER AVENUE,BRONX RIVER AVENUE,,1,0,0,0,0,0,1,0,Turning Improperly,Turning Improperly,Unspecified,Unspecified,,4559641,Sedan,Bus,Station Wagon/Sport Utility Vehicle,Box Truck,
8/31/2022,1:55,BROOKLYN,11235,40.59063,-73.9498,"(40.590633, -73.94976)",OCEAN AVENUE,AVENUE Y,,0,0,0,0,0,0,0,0,Other Vehicular,Unsafe Lane Changing,Unspecified,,,4559705,Sedan,Sedan,Sedan,,
9/2/2022,21:30,QUEENS,11373,40.7335,-73.8704,"(40.733498, -73.87038)",QUEENS BOULEVARD,WOODHAVEN BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,4560836,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
9/2/2022,13:00,QUEENS,11433,40.70545,-73.7815,"(40.705452, -73.78149)",178 STREET,LIBERTY AVENUE,,1,0,0,0,0,0,1,0,Turning Improperly,Driver Inattention/Distraction,Unspecified,,,4560909,Tractor Truck Diesel,Tractor Truck Diesel,Sedan,,
4/6/2021,19:17,QUEENS,11418,40.70071,-73.8152,"(40.70071, -73.81515)",VANWYCK EXPRESSWAY,90 AVENUE,,3,0,0,0,0,0,3,0,Unsafe Lane Changing,Passing or Lane Usage Improper,Unspecified,,,4405851,Station Wagon/Sport Utility Vehicle,Sedan,Bus,,
4/2/2021,15:50,BROOKLYN,11222,40.73555,-73.9585,"(40.73555, -73.958534)",FRANKLIN STREET,DUPONT STREET,,2,0,0,0,0,0,2,0,Turning Improperly,Following Too Closely,Unspecified,Unspecified,,4404520,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
3/9/2021,12:00,BRONX,10457,40.84673,-73.9065,"(40.846733, -73.90649)",EAST 175 STREET,MONROE AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,,,4397932,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
4/6/2021,17:09,QUEENS,11106,40.75988,-73.9368,"(40.759884, -73.9368)",21 STREET,36 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4405145,Sedan,Sedan,Sedan,,
3/2/2021,9:59,BRONX,10458,40.86183,-73.8929,"(40.861828, -73.89286)",EAST FORDHAM ROAD,MARION AVENUE,,1,0,0,0,0,0,1,0,Accelerator Defective,Other Vehicular,Unspecified,Unspecified,,4395720,Sedan,Station Wagon/Sport Utility Vehicle,Bus,Sedan,
2/26/2021,10:05,BROOKLYN,11201,40.69603,-73.9845,"(40.696033, -73.98453)",FLATBUSH AVENUE EXTENSION,TILLARY STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4394870,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
3/31/2021,14:55,BRONX,10460,40.83613,-73.8899,"(40.83613, -73.88987)",BOSTON ROAD,EAST 173 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Speed,Unspecified,,,4403504,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
3/20/2021,15:45,QUEENS,11421,40.69638,-73.8602,"(40.696384, -73.86017)",PARK LANE SOUTH,85 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4400708,Sedan,Sedan,Sedan,,
2/21/2021,1:18,MANHATTAN,10037,40.81017,-73.9374,"(40.810173, -73.937416)",EAST 132 STREET,MADISON AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Device Improper/Non-Working,Traffic Control Device Improper/Non-Working,Traffic Control Device Improper/Non-Working,,,4393671,Sedan,Sedan,Garbage or Refuse,,
3/2/2021,14:20,BRONX,10454,40.80934,-73.9125,"(40.80934, -73.91248)",CYPRESS AVENUE,SAINT MARYS STREET,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Unsafe Speed,,,4395869,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2/23/2021,18:18,BROOKLYN,11223,40.58822,-73.9717,"(40.588223, -73.97168)",AVENUE Y,WEST 2 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inexperience,Unspecified,,4394075,Sedan,Sedan,Sedan,Sedan,
3/16/2021,6:56,BRONX,10463,40.8765,-73.9046,"(40.876503, -73.904564)",WEST 230 STREET,MAJOR DEEGAN EXPRESSWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,4399460,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
3/1/2021,13:00,BROOKLYN,11231,40.67786,-73.9981,"(40.677864, -73.99808)",4 PLACE,COURT STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Alcohol Involvement,Unspecified,,,4397214,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
2/26/2021,21:59,BROOKLYN,11207,40.6744,-73.8965,"(40.674397, -73.896515)",LIBERTY AVENUE,PENNSYLVANIA AVENUE,,2,0,0,0,0,0,2,0,Following Too Closely,Alcohol Involvement,Alcohol Involvement,Unspecified,Unspecified,4395053,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Sedan
2/20/2021,16:14,BRONX,10465,40.87831,-73.8702,"(40.87831, -73.870155)",EAST GUN HILL ROAD,BRONX RIVER PARKWAY,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Following Too Closely,Following Too Closely,Following Too Closely,,4393514,Taxi,Station Wagon/Sport Utility Vehicle,Sedan,,
3/6/2021,11:00,BRONX,10467,40.87384,-73.8629,"(40.87384, -73.86286)",BARTHOLDI STREET,BARNES AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,Unspecified,,,4396674,Sedan,Sedan,Sedan,,
4/8/2021,14:30,BROOKLYN,11207,40.66919,-73.8857,"(40.66919, -73.8857)",BLAKE AVENUE,JEROME STREET,,1,0,0,0,0,0,1,0,Unsafe Speed,Failure to Yield Right-of-Way,Unspecified,,,4405754,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
2/10/2021,8:10,BROOKLYN,11217,40.68609,-73.9827,"(40.686085, -73.982666)",ATLANTIC AVENUE,NEVINS STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Following Too Closely,Following Too Closely,,,4391389,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
3/13/2021,21:18,BROOKLYN,11207,40.66337,-73.8927,"(40.66337, -73.89267)",RIVERDALE AVENUE,NEW JERSEY AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4399018,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
3/2/2021,14:36,STATEN ISLAND,10310,40.63918,-74.1218,"(40.639175, -74.121826)",RICHMOND TERRACE,ALASKA STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4397225,Sedan,Sedan,Sedan,,
3/27/2021,17:57,BRONX,10475,40.86832,-73.8332,"(40.86832, -73.83317)",BARTOW AVENUE,EDSON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4402562,Sedan,Bus,Sedan,,
3/20/2021,2:09,BRONX,10454,40.80719,-73.9243,"(40.80719, -73.92431)",WILLIS AVENUE,EAST 135 STREET,,3,0,0,0,0,0,3,0,Passing or Lane Usage Improper,Following Too Closely,Unspecified,,,4400610,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
3/24/2021,16:24,BRONX,10472,40.83038,-73.857,"(40.830383, -73.857)",PUGSLEY AVENUE,POWELL AVENUE,,4,0,0,0,0,0,4,0,Other Vehicular,Other Vehicular,Unspecified,,,4401681,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
2/22/2021,12:45,QUEENS,11365,40.74056,-73.8093,"(40.740562, -73.80928)",59 AVENUE,159 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Failure to Yield Right-of-Way,Unspecified,,,4393771,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
2/28/2021,9:01,BROOKLYN,11201,40.69591,-73.9832,"(40.695908, -73.98322)",TILLARY STREET,GOLD STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Passing or Lane Usage Improper,Unspecified,,,4395199,Sedan,Sedan,Sedan,,
2/26/2021,15:58,BRONX,10466,40.88126,-73.8388,"(40.881264, -73.83875)",BAYCHESTER AVENUE,BOSTON ROAD,,2,0,0,0,0,0,2,0,Unsafe Speed,Driver Inattention/Distraction,Unspecified,,,4395184,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
3/1/2021,17:00,BROOKLYN,11233,40.67734,-73.9275,"(40.677338, -73.927536)",ATLANTIC AVENUE,ROCHESTER AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4396903,Sedan,Sedan,Sedan,,
3/31/2021,21:00,BROOKLYN,11206,40.70775,-73.9467,"(40.707752, -73.94666)",LEONARD STREET,MESEROLE STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Following Too Closely,Backing Unsafely,,,4403449,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
3/26/2021,16:06,BRONX,10458,40.8765,-73.8832,"(40.876495, -73.88321)",VANCORTLANDT AVENUE EAST,MOSHOLU PARKWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Driver Inattention/Distraction,Unspecified,,,4401973,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
3/20/2021,15:40,BROOKLYN,11221,40.69331,-73.925,"(40.693314, -73.92496)",BUSHWICK AVENUE,VAN BUREN STREET,,3,0,0,0,0,0,3,0,Following Too Closely,Driver Inexperience,Unspecified,,,4400940,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
12/29/2020,22:02,BROOKLYN,11213,40.66375,-73.9372,"(40.663754, -73.937164)",EMPIRE BOULEVARD,TROY AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4380139,Sedan,Sedan,Sedan,,
12/21/2020,20:15,QUEENS,11413,40.6655,-73.7557,"(40.665497, -73.75573)",SOUTH CONDUIT AVENUE,222 STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4377968,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
12/10/2020,19:15,BROOKLYN,11221,40.69614,-73.9273,"(40.69614, -73.92726)",EVERGREEN AVENUE,DE KALB AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Other Vehicular,Unspecified,,,4389207,Station Wagon/Sport Utility Vehicle,Sedan,Bus,,
1/23/2021,14:30,MANHATTAN,10027,40.81028,-73.9474,"(40.810276, -73.94738)",7 AVENUE,WEST 127 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,Other Vehicular,,,4386506,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
1/3/2021,17:21,BRONX,10457,40.84744,-73.8997,"(40.84744, -73.89968)",PARK AVENUE,EAST TREMONT AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,4381752,Sedan,Taxi,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
1/16/2021,1:10,BROOKLYN,11216,40.68327,-73.9502,"(40.68327, -73.95016)",JEFFERSON AVENUE,NOSTRAND AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,4385636,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle
1/7/2021,5:34,BROOKLYN,11212,40.66256,-73.9196,"(40.662556, -73.91963)",TAPSCOTT STREET,DUMONT AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,Pavement Slippery,,4382075,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,
12/28/2020,12:18,MANHATTAN,10037,40.81914,-73.9372,"(40.81914, -73.93719)",LENOX AVENUE,WEST 143 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,4380054,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
12/23/2020,13:53,BRONX,10460,40.84087,-73.8728,"(40.840866, -73.87281)",EAST 180 STREET,MORRIS PARK AVENUE,,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,Other Vehicular,Other Vehicular,Other Vehicular,Unspecified,4379913,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle
12/9/2020,18:02,QUEENS,11385,40.7026,-73.8553,"(40.702595, -73.8553)",WOODHAVEN BOULEVARD,MYRTLE AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,4375195,Sedan,Sedan,Van,,
1/6/2021,16:09,BROOKLYN,11223,40.60967,-73.9652,"(40.609673, -73.96523)",AVENUE P,EAST 8 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4382098,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
12/31/2020,20:57,BROOKLYN,11203,40.65588,-73.9424,"(40.655884, -73.942406)",CLARKSON AVENUE,EAST 38 STREET,,6,0,0,0,0,0,6,0,Unsafe Speed,Failure to Yield Right-of-Way,Unspecified,,,4381094,4 dr sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
